onset	duration	trial_type	value	sample
23.338	2.0	Impedance_test	1	23338
37.248	5.0	rest_6	118	37248
42.252	5.0	perception_6	28	42252
47.252	1.0	preparation_6	58	47252
48.252	5.0	production_6	88	48252
53.243	5.0	rest_21	105	53243
58.236	5.0	perception_21	15	58236
63.236	1.0	preparation_21	45	63236
64.237	5.0	production_21	75	64237
69.225	5.0	rest_20	104	69225
74.22	5.0	perception_20	14	74220
79.22	1.0	preparation_20	44	79220
80.22	5.0	production_20	74	80220
85.209	5.0	rest_11	94	85209
90.204	5.0	perception_11	4	90204
95.204	1.0	preparation_11	34	95204
96.204	5.0	production_11	64	96204
101.194	5.0	rest_5	117	101194
106.188	5.0	perception_5	27	106188
111.188	1.0	preparation_5	57	111188
112.188	5.0	production_5	87	112188
117.178	5.0	rest_26	110	117178
122.172	5.0	perception_26	20	122172
127.172	1.0	preparation_26	50	127172
128.172	5.0	production_26	80	128172
133.161	5.0	rest_15	98	133161
138.156	5.0	perception_15	8	138156
143.156	1.0	preparation_15	38	143156
144.156	5.0	production_15	68	144156
149.145	5.0	rest_30	115	149145
154.14	5.0	perception_30	25	154140
159.14	1.0	preparation_30	55	159140
160.14	5.0	production_30	85	160140
165.132	5.0	rest_23	107	165132
170.124	5.0	perception_23	17	170124
175.124	1.0	preparation_23	47	175124
176.124	5.0	production_23	77	176124
181.114	5.0	rest_27	111	181114
186.108	5.0	perception_27	21	186108
191.108	1.0	preparation_27	51	191108
192.108	5.0	production_27	81	192108
197.098	5.0	rest_28	112	197098
202.092	5.0	perception_28	22	202092
207.092	1.0	preparation_28	52	207092
208.092	5.0	production_28	82	208092
213.08	5.0	rest_4	116	213080
218.077	5.0	perception_4	26	218077
223.076	1.0	preparation_4	56	223076
224.076	5.0	production_4	86	224076
229.065	5.0	rest_24	108	229065
234.06	5.0	perception_24	18	234060
239.06	1.0	preparation_24	48	239060
240.06	5.0	production_24	78	240060
245.05	5.0	rest_12	95	245050
250.044	5.0	perception_12	5	250044
255.044	1.0	preparation_12	35	255044
256.044	5.0	production_12	65	256044
261.034	5.0	rest_16	99	261034
266.028	5.0	perception_16	9	266028
271.029	1.0	preparation_16	39	271029
272.031	5.0	production_16	69	272031
277.035	5.0	rest_19	102	277035
